coverage,accuracy
0.5,0.9963636363636363
0.55,0.9966887417218543
0.6,0.9939393939393939
0.65,0.994413407821229
0.7,0.9948051948051948
0.75,0.9902912621359223
0.8,0.9863636363636363
0.8500000000000001,0.9829059829059829
0.9,0.9818181818181818
0.95,0.9789272030651341
1.0,0.9654545454545455
