coverage,accuracy
0.5,0.9963636363636363
0.55,0.9966887417218543
0.6,0.9939393939393939
0.65,0.994413407821229
0.7,0.9844155844155844
0.75,0.9854368932038835
0.8,0.9840909090909091
0.8500000000000001,0.9786324786324786
0.9,0.9777777777777777
0.95,0.9770114942528736
1.0,0.9654545454545455
