model,test_accuracy,qwk,ordinal_distance,ece_raw,ece_ts,temperature,macro_f1,weighted_f1
cnn_5class,0.6418181818181818,0.5638167595058419,0.6581818181818182,0.053721455823291436,0.05645083098498809,1.163507501647785,0.440068585558478,0.6431956324789216
resnet50_5class,0.7709090909090909,0.8470906781567942,0.3290909090909091,0.029798367348584258,0.029763423491230366,0.9287095555733283,0.6028673207166206,0.7710629309771535
